TIMESTAMP,ANGLE1,ANGLE2,XPOS,YPOS,XTACHO,YTACHO,XVOLT,YVOLT
6033856,7.32845,1.93162,2.38095,6.88889,6.32234,-3.75336,1.04762,-4.10989,
6035040,7.32845,1.93162,2.38095,6.88889,6.32723,-3.63614,1.0525,-3.94383,
6036219,7.32845,1.93651,2.38095,6.884,6.32234,-3.65079,1.09158,-4.10012,
6037401,7.32357,1.94139,2.38095,6.88889,6.32723,-3.74359,1.0525,-3.93895,
6038579,7.32357,1.94139,2.38095,6.88889,6.32723,-3.72405,1.0525,-3.94383,
6039755,7.32357,1.94139,2.38095,6.88889,6.33211,-3.65079,1.09158,-3.93407,
6040934,7.32357,1.94139,2.38095,6.88889,6.32723,-3.65079,1.0525,-3.93407,
6042112,7.32357,1.93651,2.38095,6.89377,6.32723,-3.73382,1.06227,-3.93895,
6043305,7.32357,1.94139,2.38095,6.89377,6.33211,-3.7094,1.08669,-3.93895,
6044485,7.31868,1.94139,2.38095,6.89377,6.33211,-3.66056,1.07692,-3.93407,
6045661,7.31868,1.94139,2.38095,6.89377,6.33211,-3.71429,1.08669,-3.93407,
6046843,7.31868,1.93162,2.38095,6.93773,6.337,-3.74359,1.06227,-3.93895,
6048028,7.31868,1.93651,2.38095,6.89377,6.337,-3.66056,1.06716,-4.10012,
6049208,7.31868,1.93162,2.38095,6.89866,6.337,-3.66056,1.08669,-3.93407,
6050385,7.31868,1.93162,2.38095,6.89866,6.33211,-3.72405,1.05739,-3.93895,
6051564,7.31868,1.93651,2.38095,6.89866,6.337,-3.69963,1.0525,-3.93895,
6052741,7.31868,1.93651,2.38095,6.89866,6.337,-3.64591,1.0525,-3.94383,
6053919,7.31868,1.93651,2.38095,6.89866,6.337,-3.6801,1.0525,-3.94383,
6055099,7.31868,1.93651,2.38095,6.89866,6.337,-3.74847,1.04762,-3.94383,
6056279,7.31868,1.94139,2.38095,6.90354,6.34188,-3.67033,1.04762,-3.94383,
6057455,7.31868,1.94139,2.38095,6.90354,6.34188,-3.65079,1.04274,-3.94383,
6058635,7.31868,1.94628,2.38095,6.90354,6.34188,-3.70452,1.03785,-3.93895,
6059812,7.31868,1.94628,2.38095,6.90842,6.34188,-3.71429,1.03297,-3.93895,
6060992,7.32357,1.95116,2.38095,6.90842,6.34676,-3.63126,1.04274,-3.93895,
6062170,7.32357,1.93651,2.38095,6.90842,6.34676,-3.62637,1.04274,-3.94383,
6063348,7.32357,1.93651,2.38095,6.90842,6.34188,-3.73382,1.04274,-3.94872,
6064524,7.32357,1.94139,2.38095,6.91331,6.34188,-3.68498,1.03785,-3.93895,
6065701,7.32845,1.94139,2.38095,6.91331,6.35165,-3.65568,1.08181,-3.93895,
6066884,7.32845,1.93651,2.38095,6.91331,6.34676,-3.64103,1.04274,-3.94872,
6068062,7.32845,1.93162,2.38095,6.91331,6.34676,-3.7094,1.03785,-3.94383,
6069242,7.33333,1.93162,2.38095,6.91331,6.35165,-3.65568,1.03785,-3.93895,
6070419,7.33333,1.93651,2.38095,6.91331,6.35653,-3.62149,1.04274,-3.94383,
6071599,7.33333,1.92674,2.38095,6.91331,6.35165,-3.69475,1.04274,-3.94383,
6072801,7.33822,1.93162,2.38095,6.91819,6.35165,-3.64591,1.08669,-3.94383,
6073979,7.33822,1.93162,2.38095,6.91819,6.35165,-3.61661,1.04274,-3.93895,
6075160,7.33822,1.93162,2.38095,6.91819,6.35653,-3.68498,1.08181,-3.94383,
6076338,7.3431,1.92674,2.38095,6.92308,6.35165,-3.67033,1.03785,-3.93895,
6077518,7.3431,1.92674,2.38095,6.91819,6.35653,-3.5873,1.04762,-3.94383,
6078702,7.34799,1.92674,2.38095,6.92308,6.35653,-3.68498,1.03785,-3.94872,
6079879,7.34799,1.93162,2.38095,6.92308,6.35653,-3.73382,1.03297,-4.10501,
6081059,7.35287,1.93162,2.38095,6.92308,6.36142,-3.55311,1.04762,-4.10501,
6082239,7.35287,1.93162,2.38095,6.92308,6.35653,-3.64591,1.04274,-3.93895,
6083415,7.35287,1.92186,2.38095,6.92796,6.36142,-3.7094,1.03785,-3.94383,
6084591,7.35775,1.93162,2.38095,6.92796,6.36142,-3.63126,1.04274,-3.93407,
6085768,7.35775,1.92674,2.38095,6.96703,6.3663,-3.62149,1.04274,-3.93407,
6086950,7.35775,1.93162,2.38095,6.92796,6.36142,-3.70452,1.04274,-3.94383,
6088129,7.35775,1.92186,2.38095,6.96703,6.3663,-3.66056,1.04274,-3.94872,
6089310,7.36264,1.91697,2.38095,6.92796,6.3663,-3.60195,1.04274,-3.93895,
6090494,7.36264,1.92674,2.38095,6.93284,6.3663,-3.63614,1.04274,-4.10012,
6091673,7.36264,1.92186,2.38095,6.93284,6.3663,-3.6801,1.03785,-3.94872,
6092863,7.36264,1.92186,2.38095,6.93284,6.37118,-3.6801,1.08181,-3.93895,
6094054,7.36264,1.92186,2.38095,6.93284,6.37118,-3.60195,1.05739,-3.94383,
6095251,7.36264,1.92674,2.38095,6.93773,6.37118,-3.65079,1.116,-3.93407,
6096434,7.36752,1.93162,2.38095,6.93773,6.37118,-3.6801,1.04762,-3.94383,
6097610,7.36264,1.92674,2.38095,6.93773,6.37118,-3.65568,1.04274,-3.93895,
6098790,7.36264,1.93651,2.38095,6.93773,6.37118,-3.63614,1.03785,-3.94383,
6099972,7.36264,1.94139,2.38095,6.93773,6.37118,-3.61661,1.03785,-3.94383,
6101153,7.36264,1.94628,2.38095,6.93773,6.37118,-3.71429,1.03785,-3.93895,
6102333,7.36264,1.94139,2.38095,6.94261,6.37607,-3.65079,1.08181,-3.94383,
6103517,7.36264,1.93162,2.38095,6.94261,6.37607,-3.64591,1.04274,-3.93895,
6104698,7.36264,1.92674,2.38095,6.94261,6.37607,-3.64591,1.04274,-3.93895,
6105874,7.36264,1.93651,2.38095,6.9475,6.37607,-3.71429,1.04274,-3.93895,
6107055,7.36264,1.93162,2.38095,6.94261,6.37607,-3.62637,1.04762,-3.93407,
6108232,7.36264,1.93162,2.38095,6.9475,6.38095,-3.65568,1.04762,-3.93895,
6109408,7.36264,1.92186,2.38095,6.9475,6.38095,-3.6801,1.04274,-3.94383,
6110588,7.35775,1.93162,2.38095,6.9475,6.38095,-3.69475,1.04762,-3.94383,
6111766,7.35775,1.93162,2.38095,6.9475,6.38095,-3.62149,1.0525,-3.93895,
6112942,7.35775,1.93162,2.38095,6.95238,6.38584,-3.64103,1.0525,-3.93895,
6114120,7.35775,1.93162,2.38095,6.95238,6.38584,-3.66056,1.0525,-3.93895,
6115313,7.35287,1.93162,2.38095,6.95238,6.38584,-3.64591,1.05739,-3.94383,
6116495,7.35287,1.93162,2.38095,6.95238,6.38584,-3.65568,1.05739,-3.94383,
6117675,7.35287,1.92674,2.38095,6.95238,6.38584,-3.65568,1.0525,-3.94383,
6118858,7.35287,1.93162,2.38095,6.95238,6.39072,-3.66056,1.06716,-3.93895,
6120034,7.34799,1.93651,2.38095,6.95726,6.39072,-3.64103,1.08181,-3.93407,
6121213,7.34799,1.93651,2.38095,6.95726,6.39072,-3.65568,1.06227,-3.93407,
6122393,7.34799,1.94139,2.38095,6.95726,6.39072,-3.67033,1.06716,-3.93895,
6123569,7.34799,1.94139,2.38095,6.96215,6.3956,-3.5873,1.09158,-3.92918,
6124748,7.3431,1.92674,2.38095,6.96215,6.39072,-3.66056,1.06227,-3.94383,
6125925,7.3431,1.92674,2.38095,6.96215,6.39072,-3.6801,1.09158,-3.93407,
6127111,7.3431,1.92674,2.38095,6.96215,6.3956,-3.64103,1.04762,-3.93407,
6128292,7.33822,1.93162,2.38095,6.96703,6.3956,-3.63614,1.06227,-3.93895,
6129468,7.33822,1.92186,2.38095,6.96215,6.3956,-3.67033,1.08181,-3.93895,
6130649,7.33822,1.91209,2.38095,7.00611,6.40049,-3.69963,1.0525,-3.93895,
6131838,7.33333,1.92674,2.38095,6.96703,6.40049,-3.61172,1.0525,-3.93895,
6133019,7.33333,1.92186,2.38095,6.96703,6.40049,-3.61172,1.0525,-3.94383,
6134205,7.33333,1.92186,2.38095,6.96703,6.40049,-3.72894,1.04762,-3.94383,
6135382,7.33333,1.92674,2.38095,6.96703,6.40537,-3.65079,1.0525,-3.93895,
6136562,7.32845,1.92674,2.38095,6.96703,6.40537,-3.57753,1.0525,-3.93407,
6137764,7.32845,1.92674,2.38095,6.97192,6.40049,-3.71429,1.04762,-3.94383,
6138943,7.32845,1.92674,2.38095,6.97192,6.40049,-3.72894,1.04274,-3.94383,
6140124,7.32845,1.93162,2.38095,6.97192,6.40537,-3.60684,1.04762,-3.93895,
6141300,7.32845,1.92674,2.38095,6.97192,6.40537,-3.62637,1.0525,-3.93895,
6142481,7.32845,1.93651,2.38095,6.9768,6.40537,-3.72405,1.0525,-3.94383,
6143657,7.33333,1.93162,2.38095,6.9768,6.40537,-3.68498,1.05739,-3.94383,
6144836,7.33333,1.93651,2.38095,6.9768,6.40537,-3.62149,1.06716,-3.93407,
6146014,7.33333,1.92186,2.38584,6.98168,6.41026,-3.68498,1.06227,-3.93895,
6147194,7.33333,1.92186,2.38095,6.98168,6.41026,-3.72894,1.0525,-3.93895,
6148373,7.33333,1.92674,2.38095,6.98168,6.41026,-3.67521,1.04762,-3.93407,
6149549,7.33333,1.91697,2.38095,6.98168,6.41026,-3.65079,1.04762,-3.93895,
6150728,7.33333,1.91209,2.38095,6.98168,6.41026,-3.70452,1.04762,-3.94383,
6151907,7.33333,1.9072,2.38095,6.98168,6.41514,-3.68987,1.0525,-4.10501,
6153085,7.33333,1.9072,2.38095,7.02564,6.41514,-3.6801,1.10134,-3.93407,
6154273,7.33333,1.91209,2.38095,6.98657,6.42002,-3.66545,1.08181,-3.93407,
6155452,7.33822,1.91209,2.38095,6.98657,6.41514,-3.68987,1.10623,-3.92918,
6156628,7.33822,1.90232,2.38095,6.98657,6.42002,-3.7094,1.08181,-3.94383,
6157807,7.33822,1.90232,2.38095,6.99145,6.42002,-3.69475,1.08669,-3.93895,
6158985,7.3431,1.9072,2.38584,6.99145,6.42002,-3.6801,1.10134,-3.92918,
6160164,7.3431,1.90232,2.38095,6.99145,6.42002,-3.6801,1.08181,-3.93407,
6161340,7.3431,1.9072,2.38095,7.03053,6.42491,-3.69475,1.08181,-3.93895,
6162520,7.34799,1.91697,2.38095,6.99145,6.42491,-3.66056,1.08669,-3.94383,
6163699,7.34799,1.90232,2.38095,6.99634,6.42491,-3.69963,1.07204,-4.10012,
6164878,7.34799,1.91697,2.38584,6.99634,6.42491,-3.69475,1.06716,-3.93895,
6166058,7.35287,1.89744,2.38095,7.03541,6.42979,-3.68498,1.06716,-4.09524,
6167256,7.35287,1.9072,2.38584,6.99634,6.42979,-3.6801,1.07204,-3.93895,
6168434,7.35775,1.9072,2.38095,6.99634,6.42979,-3.68987,1.12088,-3.93407,
6169614,7.35775,1.9072,2.38584,7.00122,6.42979,-3.7094,1.07692,-3.92918,
6170797,7.35775,1.9072,2.38095,7.00122,6.42979,-3.68987,1.09158,-3.92918,
6171975,7.35775,1.9072,2.38095,7.00122,6.42979,-3.68498,1.10623,-3.92918,
6173156,7.36264,1.9072,2.38095,7.00122,6.42979,-3.67033,1.07204,-3.93895,
6174333,7.36264,1.9072,2.38095,7.00122,6.43468,-3.68498,1.05739,-3.93895,
6175514,7.36264,1.90232,2.38095,7.00122,6.43468,-3.69475,1.0525,-3.93895,
6176692,7.36264,1.91209,2.38095,7.00611,6.43468,-3.6801,1.04762,-3.94383,
6177871,7.36264,1.91697,2.38095,7.00611,6.43468,-3.63126,1.09158,-3.94383,
6179053,7.36752,1.91209,2.38095,7.00611,6.43468,-3.70452,1.0525,-3.93895,
6180229,7.36752,1.91697,2.38095,7.00611,6.43468,-3.68987,1.0525,-3.94872,
6181405,7.36752,1.91209,2.38095,7.01099,6.43956,-3.66545,1.05739,-3.93895,
6182583,7.37241,1.91209,2.38095,7.01099,6.43956,-3.66545,1.06227,-3.93407,
6183761,7.37241,1.91697,2.38095,7.01099,6.43956,-3.68498,1.07204,-3.93895,
6184940,7.37241,1.91209,2.38095,7.01099,6.43956,-3.71429,1.07692,-3.93895,
6186118,7.37241,1.91697,2.38584,7.01587,6.44444,-3.66545,1.09158,-4.09524,
6187316,7.37729,1.89744,2.38095,7.01587,6.44933,-3.66056,1.11111,-3.92918,
6188494,7.37729,1.9072,2.38095,7.01587,6.44444,-3.71429,1.08181,-3.93407,
6189676,7.37729,1.9072,2.38095,7.01587,6.44444,-3.66545,1.08181,-3.93407,
6190856,7.37729,1.9072,2.38095,7.01587,6.44444,-3.7094,1.08181,-3.93407,
6192041,7.37729,1.90232,2.38095,7.02076,6.44933,-3.66545,1.08181,-4.09035,
6193222,7.37729,1.9072,2.38095,7.02076,6.44444,-3.7094,1.07692,-3.93895,
6194401,7.37729,1.9072,2.38095,7.02076,6.44933,-3.68498,1.07692,-3.93407,
6195585,7.37729,1.9072,2.38095,7.02076,6.44933,-3.69963,1.08669,-3.93407,
6196762,7.37241,1.90232,2.38095,7.02076,6.45421,-3.69475,1.09158,-3.93407,
6197942,7.37729,1.91209,2.38095,7.06471,6.45421,-3.65079,1.09158,-3.93895,
6199127,7.37729,1.91209,2.38095,7.02076,6.45421,-3.72405,1.08181,-3.93407,
6200307,7.37241,1.91209,2.38095,7.02564,6.45421,-3.69963,1.07204,-3.93895,
6201486,7.37241,1.9072,2.38584,7.02564,6.45421,-3.70452,1.06716,-3.93895,
6202692,7.37241,1.89744,2.38095,7.03053,6.45421,-3.69963,1.06716,-3.93407,
6203868,7.37241,1.9072,2.38095,7.03053,6.45421,-3.68498,1.07692,-4.10012,
6205049,7.37241,1.90232,2.38095,7.03053,6.4591,-3.71917,1.07204,-3.92918,
6206231,7.37241,1.90232,2.38095,7.03053,6.45421,-3.74847,1.05739,-3.93407,
6207409,7.37241,1.9072,2.38095,7.03053,6.46398,-3.68987,1.05739,-4.09524,
6208588,7.37241,1.89255,2.38095,7.03053,6.4591,-3.67033,1.06716,-3.93895,
6209767,7.36752,1.89744,2.38095,7.03541,6.4591,-3.67521,1.06716,-3.93895,
6210948,7.36752,1.89744,2.38095,7.03541,6.4591,-3.75824,1.07204,-3.93407,
6212127,7.36752,1.89255,2.38095,7.03541,6.46398,-3.6801,1.07204,-3.93407,
6213303,7.36752,1.89255,2.38095,7.03541,6.46398,-3.66056,1.07204,-3.93407,
6214483,7.36752,1.89255,2.38095,7.04029,6.46886,-3.70452,1.07204,-3.93895,
6215661,7.36264,1.89744,2.38095,7.04029,6.46886,-3.73382,1.06716,-3.93895,
6216841,7.36264,1.89744,2.38095,7.04029,6.46886,-3.69963,1.05739,-4.10012,
6218019,7.36264,1.90232,2.38095,7.04029,6.46886,-3.69475,1.06227,-3.93895,
6219201,7.36264,1.9072,2.38095,7.04029,6.46886,-3.68987,1.05739,-4.10012,
6220382,7.36264,1.90232,2.38095,7.04029,6.46886,-3.66545,1.06227,-3.93895,
6221559,7.35775,1.9072,2.38095,7.04029,6.46886,-3.72405,1.08669,-3.93407,
6222739,7.35775,1.9072,2.38095,7.04518,6.47375,-3.71429,1.12088,-3.93407,
6223922,7.35775,1.89744,2.38095,7.04518,6.47375,-3.63614,1.08181,-3.92918,
6225100,7.35775,1.90232,2.38095,7.05006,6.47375,-3.64591,1.07692,-3.93407,
6226285,7.35775,1.89744,2.38095,7.05006,6.47375,-3.77289,1.08181,-3.93895,
6227463,7.35775,1.89744,2.38095,7.05006,6.47863,-3.69963,1.11111,-3.93407,
6228639,7.35287,1.8779,2.38095,7.05006,6.47863,-3.64591,1.08669,-4.09524,
6229823,7.35287,1.88278,2.38095,7.05006,6.47863,-3.71917,1.08181,-3.93407,
6231009,7.35287,1.88278,2.38095,7.05495,6.47863,-3.69475,1.12088,-3.93407,
6232186,7.35287,1.88278,2.38095,7.05495,6.47863,-3.65568,1.12576,-3.9243,
6233364,7.34799,1.8779,2.38095,7.05006,6.47863,-3.69963,1.08669,-3.92918,
6234542,7.34799,1.88767,2.38095,7.05495,6.47863,-3.75336,1.06716,-3.93407,
6235721,7.34799,1.88767,2.38095,7.05495,6.48352,-3.64591,1.06716,-4.09524,
6236901,7.34799,1.89255,2.38095,7.05495,6.47863,-3.68498,1.05739,-3.94383,
6238080,7.34799,1.88767,2.38095,7.05495,6.48352,-3.76801,1.04762,-3.94872,
6239280,7.34799,1.88767,2.38095,7.05983,6.48352,-3.67521,1.04762,-3.93407,
6240460,7.34799,1.89744,2.38095,7.05983,6.48352,-3.64103,1.04762,-3.93895,
6241642,7.34799,1.89744,2.38095,7.05983,6.48352,-3.73382,1.04762,-3.94383,
6242822,7.34799,1.89255,2.38095,7.06471,6.4884,-3.75336,1.0525,-3.94383,
6244000,7.34799,1.88278,2.38095,7.05983,6.4884,-3.63614,1.05739,-3.93407,
6245176,7.34799,1.89255,2.38095,7.06471,6.4884,-3.6801,1.05739,-3.93407,
6246357,7.34799,1.88767,2.38095,7.06471,6.4884,-3.75336,1.06716,-3.94383,
6247533,7.34799,1.88767,2.38095,7.06471,6.49328,-3.68987,1.06716,-3.93407,
6248714,7.35287,1.88767,2.38095,7.0696,6.49328,-3.64103,1.07692,-3.92918,
6249890,7.35287,1.8779,2.38095,7.0696,6.49328,-3.69963,1.09646,-3.93407,
6251069,7.35287,1.87302,2.38095,7.0696,6.49328,-3.72405,1.07204,-3.93407,
6252249,7.35287,1.8779,2.38095,7.0696,6.49328,-3.69963,1.07692,-4.10012,
6253428,7.35287,1.87302,2.38095,7.0696,6.49817,-3.65568,1.09646,-3.92918,
6254608,7.35287,1.89255,2.38584,7.0696,6.49817,-3.70452,1.08181,-4.09035,
6255790,7.35287,1.89744,2.38095,7.07448,6.49817,-3.74359,1.10134,-3.93895,
6256968,7.35287,1.89744,2.38095,7.0696,6.49817,-3.6801,1.08669,-3.93407,
6258157,7.35775,1.89744,2.38095,7.07448,6.49817,-3.66545,1.12576,-3.93895,
6259344,7.35775,1.89255,2.38095,7.07937,6.50305,-3.70452,1.09646,-3.92918,
6260522,7.35775,1.9072,2.38095,7.07937,6.50305,-3.73871,1.116,-3.92918,
6261700,7.36264,1.9072,2.38095,7.07937,6.50305,-3.66545,1.08669,-3.93407,
6262882,7.36264,1.9072,2.38584,7.07937,6.50794,-3.63126,1.08669,-3.93407,
6264063,7.36752,1.90232,2.38095,7.11844,6.50305,-3.72405,1.08181,-3.93407,
6265244,7.36752,1.89744,2.38584,7.08425,6.50794,-3.69963,1.09646,-3.93407,
6266424,7.36752,1.89744,2.38095,7.08425,6.50794,-3.65079,1.12576,-3.93407,
6267602,7.36752,1.89255,2.38095,7.08425,6.50794,-3.67033,1.09646,-3.93895,
6268797,7.37241,1.89744,2.38095,7.08425,6.50794,-3.72894,1.08181,-3.92918,
6269976,7.37241,1.88278,2.38095,7.08425,6.50794,-3.66056,1.08181,-3.92918,
6271153,7.37241,1.88767,2.38095,7.08913,6.51282,-3.65568,1.09158,-3.93407,
6272335,7.37729,1.88767,2.38095,7.08913,6.51282,-3.69963,1.09158,-3.92918,
6273511,7.37729,1.88767,2.38095,7.08913,6.51282,-3.66056,1.09646,-4.10012,
6274692,7.37729,1.88278,2.38095,7.08913,6.51282,-3.65079,1.09646,-3.93407,
6275869,7.38217,1.89744,2.38095,7.08913,6.50794,-3.7094,1.14042,-3.92918,
6277050,7.38217,1.89255,2.38095,7.08913,6.51282,-3.66545,1.09158,-3.92918,
6278231,7.38217,1.89255,2.38095,7.09402,6.5177,-3.5873,1.08669,-3.92918,
6279408,7.38217,1.89255,2.38095,7.09402,6.51282,-3.70452,1.07204,-3.93895,
6280585,7.38217,1.89744,2.38095,7.09402,6.5177,-3.69475,1.07204,-3.93407,
6281764,7.38217,1.89744,2.38095,7.09402,6.52259,-3.54823,1.07692,-3.93407,
6282942,7.38706,1.9072,2.38095,7.0989,6.5177,-3.65568,1.07204,-3.94383,
6284118,7.38706,1.89744,2.38095,7.0989,6.5177,-3.77289,1.06227,-3.94383,
6285294,7.38706,1.89744,2.38095,7.0989,6.52747,-3.60195,1.07204,-3.92918,
6286472,7.38706,1.87302,2.38095,7.0989,6.52259,-3.59219,1.07204,-3.92918,
6287652,7.38706,1.8779,2.38095,7.14286,6.52259,-3.76801,1.06716,-3.93407,
6288836,7.39194,1.88767,2.38095,7.10379,6.52747,-3.6801,1.06716,-3.93407,
6290016,7.38706,1.88278,2.38095,7.10379,6.52747,-3.59707,1.07204,-3.93407,
6291198,7.38706,1.87302,2.38095,7.10379,6.52259,-3.69475,1.07204,-3.93407,
6292377,7.38706,1.8779,2.38095,7.10379,6.52747,-3.74847,1.116,-3.93407,
6293566,7.38706,1.8779,2.38095,7.10379,6.52747,-3.63614,1.08181,-3.92918,
6294748,7.38706,1.88278,2.38095,7.10379,6.52747,-3.65079,1.07692,-3.92918,
6295932,7.38706,1.8779,2.38095,7.10379,6.52747,-3.72405,1.07204,-3.93895,
6297110,7.38217,1.87302,2.38095,7.10867,6.53236,-3.67521,1.11111,-3.93407,
6298293,7.38217,1.8779,2.38095,7.10867,6.53236,-3.64103,1.06716,-3.93895,
6299469,7.38217,1.88278,2.38095,7.10867,6.53236,-3.66056,1.06227,-3.94383,
6300648,7.38217,1.88278,2.38095,7.11355,6.53236,-3.73382,1.05739,-3.94383,
6301825,7.38217,1.88767,2.38095,7.11355,6.53236,-3.68498,1.06227,-3.93895,
6303005,7.37729,1.89255,2.38095,7.11355,6.53724,-3.64591,1.06716,-3.94383,
6304183,7.37729,1.89744,2.38095,7.11355,6.53724,-3.68498,1.06716,-3.94383,
6305363,7.37729,1.89255,2.38095,7.11844,6.53724,-3.73382,1.10623,-3.93895,
6306546,7.37729,1.88278,2.38095,7.11844,6.54212,-3.63614,1.07692,-3.93407,
6307725,7.37241,1.88278,2.38095,7.12332,6.54212,-3.66056,1.09646,-3.93407,
6308900,7.37241,1.88278,2.38095,7.11844,6.53724,-3.7094,1.06716,-3.92918,
6310078,7.37241,1.88278,2.38095,7.11844,6.54212,-3.72894,1.06716,-3.93895,
6311269,7.37241,1.88278,2.38095,7.11844,6.54212,-3.63614,1.07204,-3.93895,
6312451,7.36752,1.87302,2.38095,7.12332,6.54212,-3.63126,1.07204,-3.93895,
6313627,7.36752,1.88278,2.38095,7.12332,6.54212,-3.74359,1.06716,-3.93407,
6314810,7.36264,1.8779,2.38095,7.12332,6.54212,-3.66056,1.07204,-3.92918,
6315988,7.36264,1.8779,2.38095,7.12332,6.54701,-3.63614,1.07204,-3.93407,
6317164,7.36264,1.89255,2.38095,7.12332,6.54701,-3.67521,1.06227,-3.93407,
6318342,7.35775,1.89255,2.38095,7.12821,6.54701,-3.71917,1.06227,-3.93895,
6319519,7.35775,1.89255,2.38095,7.12821,6.54701,-3.63126,1.06227,-3.93895,
6320699,7.35287,1.89744,2.38095,7.12821,6.55189,-3.65079,1.06227,-3.93895,
6321875,7.35287,1.90232,2.38095,7.12821,6.54701,-3.73382,1.05739,-3.93895,
6323053,7.35287,1.89744,2.38095,7.13309,6.55189,-3.65079,1.05739,-3.94383,
6324232,7.35287,1.9072,2.38095,7.13309,6.55189,-3.64591,1.10134,-3.93407,
6325410,7.34799,1.90232,2.38095,7.13309,6.55189,-3.71429,1.0525,-3.93407,
6326588,7.34799,1.9072,2.38095,7.13309,6.55189,-3.65568,1.05739,-3.92918,
6327767,7.34799,1.89255,2.38095,7.13797,6.55678,-3.62149,1.05739,-3.93895,
6328943,7.34799,1.89255,2.38095,7.13797,6.55189,-3.73871,1.04762,-3.93895,
6330125,7.34799,1.89255,2.38584,7.13797,6.55678,-3.69963,1.04762,-3.92918,
6331330,7.34799,1.89744,2.38095,7.13797,6.56166,-3.56777,1.07204,-3.92918,
6332531,7.3431,1.89744,2.38095,7.13797,6.55678,-3.71429,1.08181,-3.93407,
6333709,7.3431,1.89744,2.38095,7.18193,6.56166,-3.75336,1.10134,-3.93407,
6334893,7.3431,1.90232,2.38095,7.13797,6.56166,-3.61661,1.05739,-3.93895,
6336071,7.3431,1.89744,2.38584,7.18193,6.56166,-3.66056,1.0525,-3.93895,
6337254,7.3431,1.90232,2.38095,7.14286,6.56166,-3.72894,1.04762,-3.93895,
6338431,7.3431,1.89744,2.38095,7.14286,6.56654,-3.68498,1.04762,-3.94383,
6339610,7.3431,1.90232,2.38095,7.14286,6.56166,-3.64591,1.04762,-3.94383,
6340786,7.3431,1.90232,2.38095,7.14774,6.56654,-3.66056,1.04762,-3.93895,
6341962,7.3431,1.9072,2.38095,7.14774,6.56654,-3.69475,1.04762,-3.94383,
6343142,7.3431,1.89744,2.38095,7.14774,6.56654,-3.69963,1.04274,-3.94383,
6344319,7.34799,1.90232,2.38095,7.14286,6.57143,-3.66056,1.04762,-3.93895,
6345496,7.34799,1.9072,2.38095,7.15263,6.57143,-3.69475,1.04762,-3.94872,
6346674,7.34799,1.9072,2.38095,7.13797,6.56654,-3.74359,1.04762,-4.10501,
6347856,7.34799,1.89255,2.38095,7.15263,6.57143,-3.6801,1.04762,-3.93407,
6349034,7.35287,1.89744,2.38095,7.15751,6.57143,-3.67521,1.04762,-3.93895,
6350213,7.35287,1.89255,2.38095,7.15751,6.57631,-3.72405,1.04762,-3.93895,
6351395,7.35287,1.89744,2.38584,7.14774,6.57631,-3.71917,1.06716,-3.93895,
6352571,7.35287,1.89255,2.38584,7.15751,6.57631,-3.64103,1.10134,-3.92918,
6353747,7.35775,1.89255,2.38584,7.15751,6.57631,-3.70452,1.07692,-4.09524,
6354929,7.35775,1.88767,2.38095,7.16239,6.5812,-3.73382,1.07204,-3.93407,
6356107,7.35775,1.89744,2.38095,7.20147,6.5812,-3.69475,1.116,-3.93895,
6357292,7.35775,1.89255,2.38095,7.20147,6.5812,-3.66056,1.07204,-3.93895,
6358475,7.36264,1.90232,2.38095,7.16239,6.5812,-3.73382,1.06716,-3.93895,
6359651,7.35775,1.90232,2.38095,7.16239,6.5812,-3.75336,1.05739,-3.93895,
6360830,7.35775,1.9072,2.38095,7.16239,6.58608,-3.66545,1.06227,-3.93407,
6362006,7.36264,1.9072,2.38095,7.16728,6.58608,-3.67033,1.06227,-3.93895,
6363184,7.36264,1.9072,2.38584,7.16728,6.58608,-3.68498,1.06227,-3.94383,
6364362,7.36264,1.88767,2.38095,7.16728,6.58608,-3.73871,1.06227,-3.93895,
6365538,7.36264,1.89255,2.38095,7.17216,6.58608,-3.67033,1.06716,-3.93407,
6366716,7.36264,1.89744,2.38095,7.17216,6.58608,-3.68987,1.07204,-3.93407,
6367892,7.36264,1.89744,2.38584,7.17705,6.58608,-3.76313,1.06716,-3.93895,
6369068,7.36752,1.89744,2.38095,7.21123,6.59096,-3.67033,1.10623,-3.92918,
6370251,7.36752,1.90232,2.38095,7.21123,6.59096,-3.6801,1.06227,-3.93407,
6371430,7.36752,1.90232,2.38095,7.17705,6.59096,-3.74359,1.05739,-3.93895,
6372606,7.36752,1.90232,2.38095,7.21612,6.59096,-3.64591,1.10623,-3.93895,
6373789,7.36752,1.89744,2.38095,7.17705,6.59096,-3.67521,1.06227,-3.93895,
6374969,7.36752,1.9072,2.38095,7.17705,6.59096,-3.74847,1.06227,-3.93407,
6376145,7.36752,1.9072,2.38095,7.18193,6.59585,-3.72405,1.06227,-3.93895,
6377325,7.36752,1.91209,2.38095,7.17705,6.59585,-3.60684,1.10623,-3.93407,
6378510,7.36752,1.9072,2.38095,7.18193,6.59585,-3.67033,1.06716,-3.94872,
6379688,7.36752,1.91697,2.38095,7.18193,6.59585,-3.81685,1.0525,-3.93895,
6380864,7.36752,1.91209,2.38095,7.18193,6.60073,-3.65079,1.05739,-3.93895,
6382043,7.36752,1.91209,2.38095,7.18193,6.60073,-3.64103,1.05739,-3.93895,
